ProblemId,Phase,TotalEvaluations,SequentialEvaluations,FeasibleObserved,ViolatingObserved,GridPointCount,ExactFeasibleGridFraction,MeanScore,AUC,Brier,ECE10,FalseFeasibleRate,FalseInfeasibleRate,BalancedAccuracy,OverallMisclassificationRate,AnchorMaxAbsoluteError,FractionAtZero,FractionAtOne,RawMeanMinimum,RawMeanMaximum,BaseLengthScale,LocalLengthMinimum,LocalLengthMaximum
COSSIN1,learning,20,0,8,12,40401,0.335239226751813,0.295775569156816,0.965591817361057,0.0679886065805966,0.047496156713045,0.0405480880217448,0.209465445953928,0.874993233012164,0.0971758124798891,0,0.564416722358357,0.164773149179476,-0.508938008149055,1.34504423805213,0.240411477090231,0.240411477090231,0.3434268175148
COSSIN1,learning,30,10,15,15,40401,0.335239226751813,0.287655807198565,0.9261604802698,0.0993902296600439,0.0874944583256616,0.0627769296645195,0.273405197873597,0.831908936230942,0.133387787431004,0,0.607781985594416,0.190094304596421,-0.938852269191693,1.48584926429349,0.174879040372403,0.174879040372403,0.252955198449492
COSSIN1,learning,40,20,22,18,40401,0.335239226751813,0.296302764155074,0.956137953224337,0.0727285964496424,0.048603418026908,0.0415534125181517,0.219359125812168,0.86954373083484,0.101160862354892,0,0.565382044998886,0.166134501621247,-0.837102663729435,1.71276227960554,0.128920306876564,0.128920306876564,0.21395442240675
COSSIN1,learning,50,30,27,23,40401,0.335239226751813,0.281701128536505,0.956842532327755,0.0775488893044466,0.0593152314259059,0.0436757642327885,0.251181334908447,0.852571450429382,0.11323977129279,0,0.570282913789263,0.119600999975248,-1.56573638248228,1.93772354684114,0.0986425392108172,0.0986425392108172,0.186551204316964
COSSIN2,learning,20,0,7,13,40401,0.307195366451325,0.278863647857728,0.867378360579703,0.117779613488655,0.0930451486912564,0.0838156484458735,0.290790427846265,0.812696961853931,0.147397341649959,0,0.580827207247345,0.151456647112695,-0.627655366370729,1.34805427623588,0.226739971377114,0.226739971377114,0.291834982062294
COSSIN2,learning,40,20,17,23,40401,0.307195366451325,0.298282795516296,0.940186698064784,0.0788497659822351,0.0333480048152005,0.0731689889246159,0.174764321972444,0.87603334455147,0.104378604489988,0,0.520704933046212,0.11757134724388,-1.1110207111033,1.86203205658586,0.111686594723495,0.111686594723495,0.163388278811848
COSSIN2,learning,60,40,26,34,40401,0.307195366451325,0.296584921600205,0.921240202013974,0.098772420717851,0.0664387639361108,0.0638442300821722,0.232777374909355,0.851689197504237,0.115739709413133,0,0.469666592411079,0.0968787901289572,-1.26939714324928,1.99865411419826,0.0858610273860368,0.0858610273860368,0.129530697868562
COSSIN2,learning,80,60,36,44,40401,0.307195366451325,0.283785298612761,0.916704470665004,0.100722907203998,0.088460199480506,0.0543408360128617,0.216018048505358,0.86482055774089,0.104007326551323,0,0.485359273285315,0.0756169401747482,-1.37133496040675,1.95595043960557,0.0694862552528648,0.0694862552528648,0.106218168317243
