iteration,objective_fit_seconds,objective_draw_seconds,pof_fit_seconds,candidate_generation_seconds,acquisition_seconds,expensive_evaluation_seconds,iteration_seconds
26,0.057010100000000001,0.0023121000000000001,0.0012895999999999999,0.0030238000000000001,0.182808,9.7899999999999994e-05,0.24684039999999999
27,0.055835000000000003,0.0022496999999999999,0.0011795,0.0034846,0.13686100000000001,9.0299999999999999e-05,0.19999549999999999
28,0.0590187,0.0025412,0.0015244,0.0033330999999999999,0.1043149,0.0001147,0.1712052
29,0.058545399999999997,0.0024635,0.0012472,0.0036971999999999999,0.18685750000000001,9.1500000000000001e-05,0.25324370000000002
30,0.059113199999999998,0.0024041000000000002,0.0012378000000000001,0.0030952000000000002,0.13685330000000001,0.0001083,0.20316339999999999
31,0.057563099999999999,0.0023148000000000001,0.0011607,0.0029778000000000001,0.15801780000000001,9.5799999999999998e-05,0.2224314
32,0.066798300000000005,0.0024312000000000001,0.0012511,0.0030436999999999999,0.15182950000000001,0.0001102,0.2258416
33,0.0658807,0.0024207,0.0016410999999999999,0.0033685,0.1493438,9.2200000000000005e-05,0.2230742
34,0.064349699999999996,0.0024242000000000001,0.0012279999999999999,0.0029091999999999998,0.11617420000000001,0.00011340000000000001,0.18756039999999999
35,0.075864399999999999,0.0026093000000000002,0.0014817000000000001,0.0032560000000000002,0.1159196,0.0001,0.19957179999999999
36,0.0723602,0.0023043,0.0014584000000000001,0.0032621,0.23207120000000001,0.0001304,0.31201899999999999
37,0.091174900000000003,0.0033440000000000002,0.0019072,0.0036186999999999999,0.1255945,0.0001127,0.226157
38,0.084069199999999997,0.0024164,0.0018852999999999999,0.0038853,0.25066070000000001,0.0001136,0.34344560000000002
39,0.0749808,0.0023854000000000002,0.0016486000000000001,0.0033758999999999998,0.186811,0.00013889999999999999,0.26975769999999999
40,0.072462899999999997,0.0024161999999999999,0.0016538,0.0036881000000000001,0.12384820000000001,0.0001043,0.20463029999999999
41,0.073102899999999998,0.0024735999999999998,0.0015115,0.0034018999999999998,0.17713290000000001,0.0001281,0.25820169999999998
42,0.0757906,0.0025025999999999998,0.0016567000000000001,0.0032718999999999999,0.1379735,0.0001156,0.22171270000000001
43,0.080314099999999999,0.0023240000000000001,0.0018369,0.0035720999999999999,0.11478049999999999,0.00010069999999999999,0.20329649999999999
44,0.083376199999999998,0.0028863999999999999,0.0015742,0.0041056,0.1120597,0.00011179999999999999,0.20453260000000001
45,0.094599699999999995,0.0026373999999999998,0.0015115,0.0033451000000000002,0.1331832,0.0001031,0.23574870000000001
