ProblemId,Family,Dimension,Replicate,Status,InitialSeed,SolverSeed,ProbeSeed,RfSeed,InitialCount,SequentialBudget,TotalEvaluations,InitialFeasibleCount,FinalFeasibleCount,SequentialFeasibleCount,SequentialFeasibleRate,FirstFeasibleEvaluation,FinalParetoCount,PrimarySelections,ChallengerSelections,FallbackSelections,ProbeCount,ProbeFeasibleCount,ProbeInfeasibleCount,ProbeFeasibleRate,PofTrainingLengthMinimum,PofTrainingLengthMaximum,WallTimeSeconds,MeanAcquisitionSeconds,ResultDirectory,ResultFile,PredictionFile,ErrorIdentifier,ErrorMessage
WELDEDBEAM,WELDEDBEAM,4,2,completed,2026073202,2026073302,2026073101,2026073502,20,130,150,10,107,97,0.746153846153846,1,16,87,43,0,262144,87209,174935,0.332675933837891,0.212616342336571,0.254021875901115,39.654310999997,0.0157450761538462,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\WELDEDBEAM_rep02\ctsemo_20260726_092402_909_seed2026073302,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\WELDEDBEAM_rep02\ctsemo_20260726_092402_909_seed2026073302\result.mat,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\WELDEDBEAM_rep02\probe_predictions.mat,NaN,NaN
CF1_D4,CF1,4,5,completed,2026073205,2026073305,2026073102,2026073605,20,130,150,12,42,30,0.230769230769231,1,12,81,49,0,262144,130171,131973,0.496562957763672,0.129267409103513,0.138393514895744,41.9236449999958,0.0145440569230769,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\CF1_D4_rep05\ctsemo_20260726_093202_051_seed2026073305,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\CF1_D4_rep05\ctsemo_20260726_093202_051_seed2026073305\result.mat,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\CF1_D4_rep05\probe_predictions.mat,NaN,NaN
C2DTLZ2_D4_R02,C2DTLZ2_R02,4,4,completed,2026073204,2026073304,2026073104,2026073804,20,130,150,3,66,63,0.484615384615385,2,33,89,41,0,262144,34193,227951,0.130435943603516,0.127132557260512,0.129322146227917,35.0800439999998,0.0122356930769231,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\C2DTLZ2_D4_R02_rep04\ctsemo_20260726_093923_971_seed2026073304,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\C2DTLZ2_D4_R02_rep04\ctsemo_20260726_093923_971_seed2026073304\result.mat,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\C2DTLZ2_D4_R02_rep04\probe_predictions.mat,NaN,NaN
MW7_D4,MW7,4,2,completed,2026073202,2026073302,2026073106,2026074002,20,130,150,1,40,39,0.3,18,21,87,43,0,262144,11454,250690,0.0436935424804688,0.0923435545363789,0.096771581790434,36.4188050000072,0.0130680823076923,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\MW7_D4_rep02\ctsemo_20260726_094353_761_seed2026073302,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\MW7_D4_rep02\ctsemo_20260726_094353_761_seed2026073302\result.mat,${PROJECT_ROOT}/analysis\dimension_matched_pof_study_20260726\results\matched_150eval_5seed_v2_20260726\runs\MW7_D4_rep02\probe_predictions.mat,NaN,NaN
