InputPhysical,PositiveHviFraction,MeanNormalizedHvi,MedianNormalizedHvi,P90NormalizedHvi,P99NormalizedHvi,SampledProfileMaximumNormalizedHvi
0.1,0.43701171875,0.042400180466733,0,0.137859995476207,0.406023742336906,0.782669762945627
0.1825,0.435546875,0.0421332115948125,0,0.136821363371199,0.40783836561412,0.78262904365858
0.265,0.43505859375,0.0418681665604978,0,0.13607070287058,0.409461288113363,0.782378380493824
0.3475,0.431640625,0.0416008138868512,0,0.135806487885741,0.410885655976907,0.781910812464243
0.43,0.43115234375,0.0413362791685279,0,0.134722132202928,0.411036618476752,0.781220150162627
0.5125,0.4326171875,0.041075658999076,0,0.133992003760799,0.409885396904027,0.780300997140061
0.595,0.4287109375,0.0408138143158048,0,0.133232030951064,0.408695629125068,0.779148768394661
0.6775,0.421875,0.0405624787938649,0,0.132828960347183,0.407373252084445,0.777759705906505
0.76,0.41796875,0.0403196876512399,0,0.133284669655785,0.405921571867799,0.776130891166467
0.8425,0.41845703125,0.0400783492046828,0,0.132731881769514,0.403204953369148,0.774260254657562
0.925,0.419921875,0.0398384368791674,0,0.132072075299553,0.397629618271236,0.772146582258401
1.0075,0.41552734375,0.0395983071485891,0,0.130811589103707,0.391953206593331,0.769789518549476
1.09,0.4130859375,0.039369301446847,0,0.130767817858319,0.386789405439228,0.767189567014415
1.1725,0.41162109375,0.0391449677276404,0,0.131564330039546,0.382545329047107,0.764348087140267
1.255,0.4091796875,0.0389358208232408,0,0.130280628293389,0.381494451855221,0.761267288430806
1.3375,0.40771484375,0.0387361031546359,0,0.129417333393946,0.380483352215142,0.757950221359722
1.42,0.40869140625,0.0385435577644065,0,0.130372164642233,0.379261547277994,0.754400765299685
1.5025,0.4072265625,0.0383577548968708,0,0.130906318560837,0.378806581747566,0.750623613477023
1.585,0.40478515625,0.0381721157759529,0,0.129707614128276,0.379380121629673,0.746624255008908
1.6675,0.40234375,0.0379876017088041,0,0.127067248655134,0.37619770056316,0.742408954094095
1.75,0.3994140625,0.0378082419110318,0,0.126516367421197,0.372314537189556,0.737984726435793
1.8325,0.3994140625,0.0376358458821994,0,0.126461013869822,0.370081077642878,0.733359312986638
1.915,0.39697265625,0.0374630154066209,0,0.125516024499371,0.367658726952136,0.728541151115211
1.9975,0.39599609375,0.0372944440870864,0,0.123675745252694,0.365416773586807,0.723539343301511
2.08,0.392578125,0.0371257822194885,0,0.123142468917154,0.364690135795386,0.718363623480318
2.1625,0.39208984375,0.0369538199115345,0,0.123650936387945,0.364511495983208,0.715226342694046
2.245,0.39208984375,0.0367861433477296,0,0.124644890341465,0.360325079727378,0.715892333212851
