InputPhysical,PositiveHviFraction,MeanNormalizedHvi,MedianNormalizedHvi,P90NormalizedHvi,P99NormalizedHvi,SampledProfileMaximumNormalizedHvi
0.125,0.64990234375,0.1335473787649,0.0437806760856712,0.452835763947794,0.73951270127133,0.832033002443655
0.165625,0.70361328125,0.122335589843717,0.0523116191611546,0.412017325080518,0.676548843090725,0.796441583323782
0.20625,0.7255859375,0.11062539510603,0.051687103120445,0.348281753751515,0.601552400159264,0.730326579903831
0.246875,0.71875,0.0993545435387505,0.0484713402026613,0.286610815985055,0.532010681597342,0.638311002853848
0.2875,0.71044921875,0.0872351371342412,0.0485678210815815,0.253621063857187,0.467559723372481,0.554688545223976
0.328125,0.70458984375,0.0736109173899673,0.0335240090343263,0.209724836432361,0.399427885629477,0.505827249221937
0.36875,0.650390625,0.0614514369702966,0.0276715285851463,0.174521855993054,0.347539240783658,0.42843862122854
0.409375,0.6318359375,0.0498304380365327,0.0193094884982101,0.149340305412758,0.265960661521418,0.363258824748349
0.45,0.57275390625,0.0404376940921878,0.0080008266432194,0.13261118535508,0.195591665449305,0.254022990397597
0.490625,0.53271484375,0.0333717621824655,0.000303602972829333,0.110616646344209,0.184369428996277,0.245209144275211
0.53125,0.46484375,0.0287701263936432,0,0.101608935520614,0.192138822771615,0.263157504315426
0.571875,0.439453125,0.0278924527076346,0,0.0961886767499181,0.220127715397319,0.273111595539464
0.6125,0.42578125,0.0280610627635271,0,0.0992573608835019,0.226076931454271,0.277824755456539
0.653125,0.4208984375,0.0288081662671573,0,0.100187290685163,0.216425997266306,0.271185986037142
0.69375,0.453125,0.029489050235701,0,0.104529646948172,0.197412423168802,0.269358716127226
0.734375,0.46337890625,0.0300871852003307,0,0.104754404361385,0.191066007931928,0.263138481028135
0.775,0.4794921875,0.0302919362207358,0,0.103653996729075,0.177879565260844,0.266695554172211
0.815625,0.4697265625,0.0301772765016671,0,0.108864223489037,0.173537770904277,0.27515263171371
0.85625,0.474609375,0.0305168126283618,0,0.110338865264819,0.173882458463031,0.280113157281467
0.896875,0.48046875,0.0310034790964512,0,0.106553198608992,0.175460420490827,0.25770839638526
0.9375,0.50048828125,0.0313169196694563,1.83140683224112e-06,0.105319024908351,0.178515215688036,0.229950850034375
0.978125,0.48779296875,0.0314071843200718,0,0.106228673046239,0.17749184134902,0.229625882249459
1.01875,0.474609375,0.0310860536213368,0,0.106370843296525,0.183875092954185,0.252910194572247
1.059375,0.47216796875,0.0312532594651366,0,0.107645344502692,0.18064738364441,0.254936202261287
1.1,0.4873046875,0.0333302746553385,0,0.108196836935685,0.180029337902327,0.241522906532199
1.140625,0.50439453125,0.0367254212475947,0.000347498901001688,0.117877137408176,0.177460000950208,0.225494408502161
1.18125,0.52294921875,0.0401925233703527,0.00656786712177761,0.123633959537178,0.20054536805319,0.265383578409904
1.221875,0.51611328125,0.0428324646791501,0.00406325583305582,0.13201524605981,0.221085242701917,0.299326420294637
1.2625,0.52392578125,0.0440476253106127,0.00377583432271643,0.132287142717181,0.231740312437083,0.309831979847011
1.303125,0.52734375,0.0439617312518953,0.00698607156103413,0.13656611333911,0.232231820169553,0.295478643716372
1.34375,0.52392578125,0.0442892984103599,0.00581248496800936,0.142032521225438,0.226253479640581,0.284447899733154
1.384375,0.51123046875,0.0463307114339277,0.00275590959554582,0.144761904978513,0.224155510480279,0.271480621357558
1.425,0.505859375,0.0492240753099296,0.000336503015474293,0.153104304106536,0.227961765133754,0.303382079623508
1.465625,0.51220703125,0.0519933868362467,0.00243585872884433,0.164985459771746,0.247630272988411,0.314154348178973
1.50625,0.5244140625,0.0547994733793335,0.00754298112854429,0.169191338670741,0.285420306840034,0.361299634509523
1.546875,0.5576171875,0.0575777848466982,0.0163703798222906,0.169706048160326,0.310823543520187,0.413358451973417
1.5875,0.5947265625,0.0603784879651365,0.0252786444718576,0.168423237525891,0.324204727390673,0.437148888013072
1.628125,0.6259765625,0.0628956417314964,0.0352444055687278,0.16584816794195,0.306188885320048,0.415558676543019
