InputPhysical,PositiveHviFraction,MeanNormalizedHvi,MedianNormalizedHvi,P90NormalizedHvi,P99NormalizedHvi,SampledProfileMaximumNormalizedHvi
0.1,0.63525390625,0.121340304581653,0.0397062279808596,0.375005780037177,0.817110710993609,1
0.1825,0.62744140625,0.112196437736578,0.03717411060756,0.345502927566586,0.778333534782672,0.937542259294413
0.265,0.61865234375,0.104020081666607,0.0359462845364092,0.313070531248094,0.744562493899379,0.882335867830044
0.3475,0.60986328125,0.0967777840452452,0.0304894565998124,0.282734319762877,0.702297595571762,0.83965746030308
0.43,0.59228515625,0.0903460379530592,0.0243619672948298,0.260647693077255,0.66134942737395,0.785768118158738
0.5125,0.58544921875,0.0848854096582527,0.0217715444607891,0.24860678298882,0.611146223999256,0.745721606353707
0.595,0.578125,0.080433926823149,0.0211879242143856,0.245203392086831,0.569117938053323,0.718508655697065
0.6775,0.5712890625,0.0766520670887815,0.019376247526279,0.23511577722214,0.525768874944202,0.678659697772877
0.76,0.56591796875,0.0735549718236895,0.0154561385620276,0.23166711376339,0.474446566473921,0.626793622203451
0.8425,0.56103515625,0.071115241802032,0.0141493522384343,0.224786285111718,0.422297378822441,0.572413349548366
0.925,0.55908203125,0.0691129532779012,0.0145736054114776,0.222092167357207,0.396159374947528,0.546014848657511
1.0075,0.56103515625,0.0675690827783575,0.0180520355482254,0.218613332911777,0.366922813848967,0.508179142876301
1.09,0.5673828125,0.0661583829856467,0.0165411203841517,0.212773596183836,0.359019264034993,0.468113361749858
1.1725,0.578125,0.0649960301771025,0.0177404507709187,0.204403623429156,0.355019842464855,0.434764433091749
1.255,0.57666015625,0.063844255792809,0.0197978383846173,0.204286487352526,0.347617440410203,0.438043114633223
1.3375,0.56640625,0.0627002074825336,0.0204497113889438,0.200739987756509,0.333135469736603,0.488734540593695
1.42,0.56298828125,0.0613775661490656,0.0164767827393474,0.195339596888064,0.328340951887246,0.5260293542763
1.5025,0.54931640625,0.0600596423715034,0.0133741859998033,0.193369764355667,0.336202662697946,0.550909450735057
1.585,0.537109375,0.0586805361746287,0.00982638006144916,0.185438880430247,0.372982014563536,0.567145430072332
1.6675,0.5341796875,0.0575500890299957,0.0101465944062575,0.179839768958982,0.403378162593955,0.580144097522013
1.75,0.5458984375,0.0567376911105188,0.00960849089051567,0.173172624358659,0.43359194115078,0.638214977179991
1.8325,0.5419921875,0.056398690986085,0.00972046912795286,0.167276672879157,0.455755141123412,0.702547527969724
1.915,0.5322265625,0.0565013556690241,0.00885459015044457,0.163715033745392,0.482849423444002,0.754626322900821
1.9975,0.53369140625,0.057185929414275,0.00780133070223488,0.163087865132421,0.514145058396437,0.787997872460332
2.08,0.53076171875,0.0581633876796815,0.00705636684726146,0.158630141570973,0.539045148080074,0.799173181051964
2.1625,0.5361328125,0.0590392149260812,0.00979371762002565,0.155509759507734,0.535356683409091,0.788306910284924
2.245,0.5419921875,0.0593283495561286,0.0103686826493189,0.157608814999274,0.540035292935566,0.775497898780816
