CampaignId,CaseIndex,CaseId,ProblemId,Status,AllInfeasibleStress,InitialSeed,SolverSeed,InitialCount,SequentialBudget,CompletedSequentialEvaluations,TotalEvaluations,InitialFeasibleCount,FinalFeasibleCount,FinalFeasibleRate,FirstFeasibleEvaluationIndex,SequentialEvaluationsToFirstFeasible,ParetoPointCount,FinalHypervolume,HypervolumeReference1,HypervolumeReference2,HypervolumeReferenceSource,FallbackCount,FeasibilityDiscoveryCount,PrimarySelectionCount,ChallengerSelectionCount,FallbackSelectionCount,OtherSelectionCount,WallTimeSeconds,MeanIterationSeconds,MeanPoFFitSeconds,MeanObjectiveFitSeconds,MeanObjectiveDrawSeconds,MeanCandidateGenerationSeconds,MeanAcquisitionSeconds,MeanExpensiveEvaluationSeconds,LoggingLevel,PrimaryCandidateCount,ChallengerCandidateCount,ObjectiveFeatureCount,RunDirectory,ErrorIdentifier,ErrorMessage
"release_benchmark_20260809_134018_466",3,"BNH","BNH","completed",0,2026072403,2026072503,10,30,30,40,9,39,0.97499999999999998,1,0,34,6405.1884844442302,149.59999999999999,55,"derived from final feasible observations",0,0,28,2,0,0,4.4971810000017287,0.14604531999999998,0.0010222199999999999,0.029328066666666663,0.0023235600000000001,0.0024076366666666658,0.11050559000000001,0.00015734666666666672,"summary",1024,512,256,"@CAMPAIGN_ROOT@/03_BNH/ctsemo_20260809_134043_003_seed2026072503","",""
