Dimension,SampleCount,ConvexHullHV,Log10ConvexHullHV,RelativeToInitialHull,FacetCount,ElapsedSeconds,Status
8,123,0.0361699484209074,-1.44165211055083,131388.505477865,84442,0.4387916,ok
8,124,0.0383736675064365,-1.4159666917662,139393.586208734,83879,0.4536808,ok
8,125,0.0386491063144361,-1.41286054384646,140394.126572036,85712,0.4549412,ok
8,126,0.0397292574654268,-1.40088955177528,144317.810503441,87204,0.4355424,ok
8,127,0.0402036423388216,-1.39573459925399,146041.028872772,88897,0.5143221,ok
8,128,0.040361670924608,-1.394030862794,146615.072812996,90043,0.5270833,ok
8,129,0.0403725808937207,-1.3939134866047,146654.703628054,90675,0.4995581,ok
8,130,0.0404395278791444,-1.39319392332533,146897.89071416,91842,0.5208429,ok
8,131,0.0404395278791448,-1.39319392332533,146897.890714161,91842,0.5477833,ok
8,132,0.0406203064745174,-1.39125680422787,147554.57479875,93521,0.5511888,ok
8,133,0.0409818977056751,-1.38740793505096,148868.066620824,95057,0.5359126,ok
8,134,0.041327878813632,-1.38375688465721,150124.854166359,96861,0.5200305,ok
8,135,0.0417034062919083,-1.37982847084488,151488.969856059,99261,0.5297608,ok
8,136,0.0418446202345423,-1.37836036927492,152001.934062129,101641,0.5297317,ok
8,137,0.0422467750071764,-1.37420643819464,153462.774258313,103738,0.5694448,ok
8,138,0.0423052555853251,-1.37360567683479,153675.206846633,105009,0.6059565,ok
8,139,0.042332112962701,-1.37333005363467,153772.76713711,106159,0.6083163,ok
8,140,0.0423607933893634,-1.37303591444284,153876.949712981,107318,0.5961795,ok
8,141,0.0427202039221302,-1.36936668289793,155182.520077741,109031,0.6329639,ok
8,142,0.0427314012983129,-1.36925286505441,155223.194908261,109628,0.6826211,ok
8,143,0.0427773554697894,-1.36878606736565,155390.124919897,110982,0.6999482,ok
8,144,0.0443914424691632,-1.35270074264709,161253.348060032,112625,0.6434299,ok
8,145,0.0452338038884494,-1.34453688918754,164313.253113374,114828,0.7000088,ok
8,146,0.0453385652728773,-1.34353222712814,164693.802224796,116027,0.6897085,ok
8,147,0.0457168534312767,-1.33992366857553,166067.946174179,117253,0.6767773,ok
8,148,0.0461803090133181,-1.33554316534847,167751.463539788,118636,0.6609494,ok
8,149,0.0464598227757685,-1.33292245117919,168766.806306703,120367,0.6888316,ok
8,150,0.0464969053808136,-1.3325759507823,168901.510066836,121279,0.7212589,ok
8,151,0.0465506591746129,-1.33207416486803,169096.77245839,123078,0.7261763,ok
8,152,0.0465506591746129,-1.33207416486803,169096.77245839,123078,0.7317376,ok
8,153,0.0466471265409762,-1.33117510359665,169447.193281399,124136,0.7569038,ok
8,154,0.0470272435685019,-1.327650476029,170827.980656933,126401,0.7480902,ok
8,155,0.0470276566700441,-1.32764666107157,170829.481261623,126535,0.7827523,ok
8,156,0.0471522338991416,-1.32649772716656,171282.012068613,128369,0.7830416,ok
8,157,0.0474502054241736,-1.32376190305983,172364.403254061,129536,0.8205094,ok
8,158,0.0475254450317174,-1.32307380767842,172637.713557766,130677,0.8314819,ok
8,159,0.0480885774835715,-1.31795806967547,174683.310371292,132756,0.8093881,ok
8,160,0.0482448122009166,-1.31654937980508,175250.838026484,134834,0.8518579,ok
8,161,0.0483823607956513,-1.31531294425215,175750.487737965,136663,0.8635418,ok
8,162,0.0486873571066668,-1.31258379959958,176858.396685311,137519,0.880847,ok
8,163,0.0490789752000009,-1.30910451419343,178280.962053735,139737,0.8775199,ok
8,164,0.0501063605462237,-1.30010714090338,182012.972495642,141946,0.9339201,ok
8,165,0.0504723115261051,-1.29694680503362,183342.301245721,143547,0.9457105,ok
8,166,0.0508151488827349,-1.2940067976489,184587.669013056,145150,1.0170829,ok
8,167,0.0512409492343687,-1.29038283358329,186134.402538415,146418,0.974439,ok
8,168,0.0512410338739104,-1.29038211621844,186134.709994283,146459,0.9274904,ok
8,169,0.0520780872260862,-1.28334497533102,189175.333322461,147435,0.9688772,ok
8,170,0.0522824726765574,-1.2816438808392,189917.770070402,149715,1.1540912,ok
8,171,0.0529205302983169,-1.27637581254805,192235.53498276,151211,1.103058,ok
8,172,0.0533735399392563,-1.27267399215422,193881.107130042,153256,1.0369835,ok
8,173,0.0535269357342247,-1.27142761803649,194438.322308039,154932,1.0258725,ok
8,174,0.0541745693207539,-1.26620453256677,196790.872221606,156384,1.031587,ok
8,175,0.0542016401087159,-1.26598757177548,196889.207732928,157089,1.0418876,ok
8,176,0.054241584437971,-1.2656676328833,197034.306798651,158067,1.0178933,ok
8,177,0.0548146357106729,-1.2611034677977,199115.934049161,160187,1.0403284,ok
8,178,0.0557013775183948,-1.25413406440903,202337.052296429,161717,1.0593952,ok
8,179,0.0558717557013714,-1.25280768125417,202955.956547185,164078,1.1581154,ok
8,180,0.0559108551955106,-1.25250386485364,203097.986722072,165344,1.2044161,ok
8,181,0.0568435315597019,-1.24531894817514,206485.963728829,167319,1.1727554,ok
8,182,0.056856637582028,-1.24521882742345,206533.57177809,167858,1.1555726,ok
8,183,0.057504964913856,-1.24029465719551,208888.641743855,170345,1.1742087,ok
8,184,0.057605209111068,-1.23953824251598,209252.782026866,172323,1.1793232,ok
8,185,0.0592656981669124,-1.22719659511925,215284.56213534,173031,1.141477,ok
8,186,0.0593120322240445,-1.22685719536359,215452.872093886,174755,1.202618,ok
8,187,0.0603476074591138,-1.21933994326177,219214.632571459,175515,1.2222526,ok
8,188,0.0603551182230166,-1.21928589504863,219241.91566384,176151,1.2024044,ok
8,189,0.0606504380323774,-1.21716605820454,220314.674406495,177999,1.2592993,ok
8,190,0.0609458172399049,-1.21505609499987,221387.648914909,179540,1.277164,ok
8,191,0.060972472046589,-1.21486619673749,221484.473360808,180348,1.2659267,ok
8,192,0.0610619763023141,-1.21422914364529,221809.600459602,181792,1.1855471,ok
8,193,0.0614525870246558,-1.21145982950848,223228.50652037,184145,1.2477871,ok
8,194,0.0615588033929517,-1.21070983076533,223614.340907671,185617,1.1861806,ok
8,195,0.0616522408553113,-1.21005113361148,223953.755506559,186848,1.1704314,ok
8,196,0.0617519436837731,-1.20934936814356,224315.929250106,188232,1.2693333,ok
8,197,0.0622584946598297,-1.20580138427723,226155.99202592,188801,1.2518855,ok
8,198,0.0637181981064201,-1.19573651415627,231458.411925904,187638,1.2712428,ok
