iteration,objective_fit_seconds,objective_draw_seconds,pof_fit_seconds,candidate_generation_seconds,acquisition_seconds,expensive_evaluation_seconds,iteration_seconds
1,0.0531504,0.0048834999999999998,0.010407100000000001,0.0083044999999999994,0.15670339999999999,0.0019528,0.23878740000000001
2,0.032674000000000002,0.0021776999999999999,0.00096170000000000001,0.0025646000000000002,0.17269799999999999,0.00011739999999999999,0.2114953
3,0.032075699999999999,0.0023489000000000001,0.0009859999999999999,0.0026045999999999999,0.2265829,8.14e-05,0.26491930000000002
4,0.037757800000000001,0.0025603000000000002,0.0010189000000000001,0.0025357999999999999,0.2287158,9.6500000000000001e-05,0.27295750000000002
5,0.0281572,0.0029061999999999998,0.00098949999999999993,0.0025904999999999999,0.13683799999999999,8.9699999999999998e-05,0.17181160000000001
6,0.031604899999999998,0.0024069,0.00098320000000000005,0.0027022000000000001,0.1559701,8.4400000000000005e-05,0.19400919999999999
7,0.036254399999999999,0.0023110000000000001,0.0010457000000000001,0.0026045999999999999,0.14428650000000001,0.0001052,0.1868909
8,0.033492000000000001,0.0022962999999999998,0.00094140000000000001,0.0025542999999999998,0.16086130000000001,8.6100000000000006e-05,0.20045830000000001
9,0.034369400000000001,0.0023847999999999999,0.00088179999999999997,0.0023703000000000001,0.198626,9.7700000000000003e-05,0.2389896
10,0.035461899999999998,0.0022463000000000001,0.0010984,0.0026651999999999999,0.1682389,8.03e-05,0.21002879999999999
11,0.0354528,0.0022136,0.00092590000000000001,0.0027079999999999999,0.14398839999999999,8.3599999999999999e-05,0.18559990000000001
12,0.038096100000000001,0.0024103000000000002,0.0011632000000000001,0.0027085,0.13538349999999999,0.00011629999999999999,0.1802038
13,0.043732300000000002,0.0024610999999999999,0.0010866000000000001,0.0027927,0.10583629999999999,8.1199999999999995e-05,0.15623090000000001
14,0.036616299999999997,0.0023297999999999999,0.0010499000000000001,0.0026873000000000001,0.1132779,8.1799999999999996e-05,0.15630720000000001
15,0.0440071,0.0027648,0.001065,0.0026018999999999999,0.14378650000000001,8.2399999999999997e-05,0.19457849999999999
16,0.044971999999999998,0.0024112000000000001,0.001029,0.0028919000000000002,0.17349719999999999,9.7999999999999997e-05,0.22515080000000001
17,0.044582200000000002,0.0023674999999999998,0.0011822,0.0027613,0.10585310000000001,0.0001219,0.15720619999999999
18,0.049030400000000002,0.0024610000000000001,0.0011963,0.0026689000000000001,0.1102303,9.4699999999999998e-05,0.165939
19,0.045893900000000001,0.0023555,0.0012696000000000001,0.0026034999999999999,0.10180019999999999,8.1299999999999997e-05,0.15431300000000001
20,0.041535500000000003,0.0022269999999999998,0.0010162999999999999,0.0024754999999999998,0.098538799999999996,0.00010009999999999999,0.14624909999999999
21,0.056743099999999998,0.0022639000000000001,0.0013821,0.002869,0.1081271,0.0001075,0.17179510000000001
22,0.0547768,0.0022853999999999999,0.0011766999999999999,0.0026404000000000002,0.10433679999999999,8.8399999999999994e-05,0.16554679999999999
23,0.056398499999999997,0.0020563999999999999,0.0011588,0.0024567999999999999,0.1073809,8.1500000000000002e-05,0.16979710000000001
24,0.065908099999999997,0.0023579999999999999,0.0014377000000000001,0.0032908999999999998,0.096599699999999997,9.5299999999999999e-05,0.16996339999999999
25,0.062646900000000005,0.0023811000000000001,0.0014051999999999999,0.0033314,0.11181290000000001,8.0400000000000003e-05,0.1819057
26,0.059015199999999997,0.0023067999999999999,0.0012998,0.0025400000000000002,0.21397289999999999,8.25e-05,0.2794893
27,0.063255500000000006,0.002137,0.0012645,0.0025149,0.1681539,8.7200000000000005e-05,0.23765349999999999
28,0.066554100000000005,0.0027357000000000002,0.0012753,0.0027345,0.11507149999999999,7.86e-05,0.18870909999999999
29,0.068659899999999996,0.0026919000000000001,0.0012913,0.0029756000000000001,0.1144223,8.1000000000000004e-05,0.1903762
30,0.066795400000000005,0.0023056999999999999,0.001274,0.0028855999999999999,0.12650929999999999,8.6399999999999999e-05,0.2001078
31,0.074636999999999995,0.0024494999999999999,0.0014704,0.0035273000000000001,0.1294611,7.9800000000000002e-05,0.21186730000000001
32,0.071326000000000001,0.0022566999999999999,0.0013355999999999999,0.0028078000000000001,0.1083281,7.8100000000000001e-05,0.1863677
33,0.075388700000000003,0.0027150999999999998,0.0015219000000000001,0.0026196000000000001,0.16510330000000001,8.1899999999999999e-05,0.24767449999999999
34,0.071796899999999997,0.0021873999999999999,0.0014582,0.0028032999999999999,0.13701099999999999,8.2299999999999995e-05,0.21558579999999999
35,0.073995900000000003,0.0026018999999999999,0.0014306,0.0028852999999999999,0.20887159999999999,8.1600000000000005e-05,0.2901146
36,0.0752636,0.0026053999999999999,0.0015097999999999999,0.0028183000000000001,0.1094668,9.7399999999999996e-05,0.19205230000000001
37,0.080721600000000004,0.0028175000000000001,0.0016427,0.0028692000000000001,0.14481260000000001,9.8300000000000004e-05,0.2332583
38,0.074986399999999995,0.0023657000000000001,0.0015057,0.0026645000000000002,0.18348970000000001,9.4400000000000004e-05,0.26538970000000001
39,0.081713300000000003,0.0024543999999999998,0.0015185000000000001,0.0028216000000000001,0.1254545,9.2700000000000004e-05,0.21430740000000001
40,0.079723600000000006,0.0024126,0.0015999,0.0029567999999999999,0.1114458,8.2100000000000003e-05,0.19847329999999999
41,0.081709299999999999,0.002317,0.0015795,0.0029339000000000001,0.1142572,9.8200000000000002e-05,0.20321549999999999
42,0.082415100000000005,0.0023402000000000002,0.0017396,0.0030439,0.098605799999999993,8.9499999999999994e-05,0.1885271
43,0.084841899999999998,0.0026610000000000002,0.0016639000000000001,0.003055,0.1100908,8.5500000000000005e-05,0.20264850000000001
44,0.088930599999999999,0.0024824000000000001,0.0017501999999999999,0.0027058,0.13006980000000001,8.3300000000000005e-05,0.22629369999999999
45,0.088439799999999999,0.0023877999999999998,0.0017021,0.0029231999999999999,0.097448199999999999,7.8499999999999997e-05,0.19328290000000001
46,0.093936199999999997,0.0026400999999999998,0.0016289,0.0029645000000000001,0.1202471,0.0001094,0.2218041
47,0.092435000000000003,0.0024453999999999999,0.0016289,0.0029342000000000001,0.0970303,8.6000000000000003e-05,0.1968347
