Case,SequentialIteration,EvaluationCount,FixedReferenceHypervolume,FractionOfRunFinalHypervolume,FeasibleCount,ReferenceF1,ReferenceF2
SRN,13,23,22756.7016325051,0.919957821693659,13,238.175862087054,-9.09613358168709
SRN,14,24,23181.8344551337,0.937144155273621,14,238.175862087054,-9.09613358168709
SRN,15,25,23700.6307300158,0.95811690864758,15,238.175862087054,-9.09613358168709
SRN,16,26,23700.6307300158,0.95811690864758,15,238.175862087054,-9.09613358168709
SRN,17,27,23700.6307300158,0.95811690864758,15,238.175862087054,-9.09613358168709
SRN,18,28,23700.6307300158,0.95811690864758,15,238.175862087054,-9.09613358168709
SRN,19,29,23923.0435033774,0.967108122480007,16,238.175862087054,-9.09613358168709
SRN,20,30,24021.5275646857,0.971089419241544,17,238.175862087054,-9.09613358168709
SRN,21,31,24318.0799836581,0.983077787405854,18,238.175862087054,-9.09613358168709
SRN,22,32,24494.7289239895,0.990218961771807,19,238.175862087054,-9.09613358168709
SRN,23,33,24494.7289239895,0.990218961771807,19,238.175862087054,-9.09613358168709
SRN,24,34,24584.370928779,0.993842811343251,20,238.175862087054,-9.09613358168709
SRN,25,35,24584.370928779,0.993842811343251,20,238.175862087054,-9.09613358168709
SRN,26,36,24584.370928779,0.993842811343251,20,238.175862087054,-9.09613358168709
SRN,27,37,24584.370928779,0.993842811343251,20,238.175862087054,-9.09613358168709
SRN,28,38,24639.6606750495,0.99607794345345,21,238.175862087054,-9.09613358168709
SRN,29,39,24694.6330199864,0.998300244361475,22,238.175862087054,-9.09613358168709
SRN,30,40,24736.6793301563,1,23,238.175862087054,-9.09613358168709
C2DTLZ2,0,15,1.62382401701922,0.851919008342004,14,1.65,1.65
C2DTLZ2,1,16,1.62382401701922,0.851919008342004,14,1.65,1.65
C2DTLZ2,2,17,1.62382401701922,0.851919008342004,15,1.65,1.65
C2DTLZ2,3,18,1.6455583218219,0.86332164015459,16,1.65,1.65
C2DTLZ2,4,19,1.68371924773259,0.883342293758988,17,1.65,1.65
C2DTLZ2,5,20,1.73686434788506,0.911224207405788,18,1.65,1.65
C2DTLZ2,6,21,1.7456305611842,0.915823291827773,19,1.65,1.65
C2DTLZ2,7,22,1.7456305611842,0.915823291827773,20,1.65,1.65
C2DTLZ2,8,23,1.74859180349637,0.917376870656272,21,1.65,1.65
C2DTLZ2,9,24,1.74859180349637,0.917376870656272,22,1.65,1.65
C2DTLZ2,10,25,1.80577049226407,0.947374956238657,23,1.65,1.65
C2DTLZ2,11,26,1.80577049226407,0.947374956238657,24,1.65,1.65
C2DTLZ2,12,27,1.81147008906171,0.950365178578579,25,1.65,1.65
C2DTLZ2,13,28,1.81147008906171,0.950365178578579,26,1.65,1.65
C2DTLZ2,14,29,1.83931436568564,0.964973330866535,27,1.65,1.65
C2DTLZ2,15,30,1.83931436568564,0.964973330866535,28,1.65,1.65
C2DTLZ2,16,31,1.84348742065628,0.967162672085217,29,1.65,1.65
C2DTLZ2,17,32,1.84348742065628,0.967162672085217,30,1.65,1.65
C2DTLZ2,18,33,1.86447132086228,0.97817161348975,31,1.65,1.65
C2DTLZ2,19,34,1.86447132086228,0.97817161348975,32,1.65,1.65
C2DTLZ2,20,35,1.87420124712761,0.983276297894175,33,1.65,1.65
C2DTLZ2,21,36,1.87447851859366,0.983421764909022,34,1.65,1.65
C2DTLZ2,22,37,1.87494216953224,0.983665013588482,35,1.65,1.65
C2DTLZ2,23,38,1.88420745733262,0.988525931220055,36,1.65,1.65
C2DTLZ2,24,39,1.88420745733262,0.988525931220055,37,1.65,1.65
C2DTLZ2,25,40,1.88420745733262,0.988525931220055,38,1.65,1.65
C2DTLZ2,26,41,1.88420745733262,0.988525931220055,39,1.65,1.65
C2DTLZ2,27,42,1.89007109530769,0.9916022157168,40,1.65,1.65
C2DTLZ2,28,43,1.89294017613216,0.993107443170772,41,1.65,1.65
C2DTLZ2,29,44,1.89359542905763,0.993451213441832,42,1.65,1.65
C2DTLZ2,30,45,1.89725709825602,0.995372262496204,43,1.65,1.65
C2DTLZ2,31,46,1.89725709825602,0.995372262496204,44,1.65,1.65
C2DTLZ2,32,47,1.89725709825602,0.995372262496204,45,1.65,1.65
C2DTLZ2,33,48,1.89725709825602,0.995372262496204,46,1.65,1.65
C2DTLZ2,34,49,1.89725709825602,0.995372262496204,47,1.65,1.65
C2DTLZ2,35,50,1.89725709825602,0.995372262496204,48,1.65,1.65
C2DTLZ2,36,51,1.90021723277517,0.996925260134917,49,1.65,1.65
C2DTLZ2,37,52,1.90278881868037,0.998274410591658,50,1.65,1.65
