FalseFeasibleRate,TrueFeasibleRate,Threshold
0,0,Inf
0.00585923544122901,0.228104101200548,0.999876956421947
0.00585923544122901,0.228345822254452,0.99971017596082
0.00585923544122901,0.22866811699299,0.999322372682433
0.00585923544122901,0.228990411731528,0.998949860176104
0.00585923544122901,0.229232132785432,0.998640896057584
0.00593068953197571,0.229393280154701,0.998187157424492
0.00593068953197571,0.22971557489324,0.998078987456017
0.00596641657734905,0.229957295947144,0.997575933571477
0.0060021436227224,0.230118443316413,0.997463631717849
0.0060021436227224,0.230440738054951,0.9972417873882
0.0060021436227224,0.23076303279349,0.997081380199956
0.0060021436227224,0.231004753847393,0.996861106061314
0.0060021436227224,0.231327048585932,0.996200652253374
0.0060021436227224,0.23164934332447,0.99552030938415
0.00603787066809575,0.231810490693739,0.994733901791863
0.00603787066809575,0.232132785432278,0.994588257302019
0.0060735977134691,0.232374506486182,0.99428726174697
0.0060735977134691,0.23269680122472,0.993566554975287
0.0060735977134691,0.232938522278624,0.993344972385703
0.00610932475884244,0.233180243332528,0.993139161433437
0.00610932475884244,0.233502538071066,0.992136130557576
0.00610932475884244,0.23374425912497,0.991252067731259
0.00610932475884244,0.234066553863508,0.990167819418921
0.00610932475884244,0.234388848602047,0.98963224953188
0.00614505180421579,0.234549995971316,0.989388541135764
0.00614505180421579,0.234872290709854,0.989176379429835
0.00614505180421579,0.235194585448393,0.988238997271762
0.00614505180421579,0.235516880186931,0.987793629990951
0.00614505180421579,0.235758601240835,0.987415036394201
0.00614505180421579,0.236080895979373,0.987033988630679
0.00614505180421579,0.236403190717912,0.986533916022001
0.00618077884958914,0.236564338087181,0.986124788180632
0.00625223294033583,0.23672548545645,0.985668843981381
0.00628795998570918,0.236967206510354,0.985040699389727
0.00628795998570918,0.237208927564258,0.984699993050107
0.00628795998570918,0.237531222302796,0.984399339640781
0.00632368703108253,0.2377729433567,0.984254617125013
0.00632368703108253,0.238095238095238,0.983620877647344
0.00635941407645588,0.238256385464507,0.983236878864111
0.00635941407645588,0.238578680203046,0.982786137969827
0.00635941407645588,0.238900974941584,0.982138500341732
0.00639514112182922,0.239062122310853,0.981877135544035
0.00639514112182922,0.239384417049392,0.981693678260177
0.00643086816720257,0.239626138103295,0.981475672801363
0.00643086816720257,0.239867859157199,0.980937179476053
0.00643086816720257,0.240190153895738,0.98048487732009
0.00643086816720257,0.240512448634276,0.979719849108122
0.00643086816720257,0.240834743372814,0.97936188125882
0.00646659521257592,0.240995890742084,0.979142919212494
0.00646659521257592,0.241318185480622,0.978721920229921
0.00650232225794927,0.241559906534526,0.978464586680423
0.00650232225794927,0.24180162758843,0.97806612961929
0.00650232225794927,0.242123922326968,0.977697443575481
0.00650232225794927,0.242446217065506,0.977135019505363
0.00653804930332262,0.242607364434776,0.976836625424487
0.00657377634869596,0.242849085488679,0.976472596890577
0.00660950339406931,0.243090806542583,0.975850031256929
0.00668095748481601,0.243171380227218,0.975514019440589
0.0067524115755627,0.243332527596487,0.974514323978679
0.0067524115755627,0.243654822335025,0.974284125316169
0.00678813862093605,0.243896543388929,0.974031862808076
0.00678813862093605,0.244138264442833,0.973731024201793
0.0068238656663094,0.244379985496737,0.972908254298237
0.00689531975705609,0.244541132866006,0.972264893380144
0.00693104680242944,0.244702280235275,0.971741959730786
0.00700250089317613,0.244863427604544,0.971084895786791
0.00703822793854948,0.245105148658448,0.970633054216364
0.00703822793854948,0.245346869712352,0.970518800570606
0.00703822793854948,0.24566916445089,0.970220978213342
0.00707395498392283,0.245910885504794,0.96989986683016
0.00707395498392283,0.246233180243333,0.969780619914268
0.00710968202929618,0.246394327612602,0.969382325388302
0.00710968202929618,0.24671662235114,0.968558235762718
0.00710968202929618,0.247038917089679,0.967937495255709
0.00714540907466953,0.247200064458948,0.967730958982261
0.00718113612004287,0.247441785512852,0.967347191347194
0.00725259021078957,0.247602932882121,0.966628993394428
0.00725259021078957,0.247844653936025,0.966065523689422
0.00728831725616292,0.248086374989928,0.965494378247103
0.00732404430153626,0.248328096043832,0.964665236126617
0.00735977134690961,0.248569817097736,0.964285335041291
0.00735977134690961,0.24881153815164,0.96397669909034
0.00735977134690961,0.249133832890178,0.963508662144227
0.00735977134690961,0.249456127628716,0.962929354919203
0.00735977134690961,0.24969784868262,0.962477422337355
0.00739549839228296,0.249939569736524,0.961628961970613
0.00739549839228296,0.250261864475062,0.961133466712472
0.00739549839228296,0.250503585528966,0.960820240553822
0.00739549839228296,0.250825880267505,0.960161528195845
0.00743122543765631,0.251067601321408,0.959687453855868
0.00746695248302965,0.251309322375312,0.959232469432562
0.00753840657377635,0.251389896059947,0.958691898501089
0.00753840657377635,0.251712190798485,0.95839385039086
0.0075741336191497,0.251953911852389,0.958127822452789
0.0075741336191497,0.252195632906293,0.957775638981756
0.0075741336191497,0.252517927644831,0.957562951265703
0.0075741336191497,0.25284022238337,0.957053194988834
0.0075741336191497,0.253081943437273,0.956604525183737
0.00760986066452304,0.253323664491177,0.956162103121111
0.00764558770989639,0.253565385545081,0.955495777239772
0.00764558770989639,0.253807106598985,0.955081932481807
0.00764558770989639,0.254129401337523,0.954737006923268
0.00768131475526974,0.254371122391427,0.954088714339158
0.00771704180064309,0.254612843445331,0.953591782402235
0.00771704180064309,0.254854564499235,0.953307596677261
0.00771704180064309,0.255176859237773,0.952859715230428
0.00771704180064309,0.255499153976311,0.952416265370413
0.00775276884601643,0.255660301345581,0.951962949865469
0.00775276884601643,0.255982596084119,0.951430698851746
0.00775276884601643,0.256304890822657,0.950948572820323
0.00778849589138978,0.256466038191927,0.950739655002992
0.00782422293676313,0.25670775924583,0.950270155489663
0.00782422293676313,0.257030053984369,0.949834261419821
0.00789567702750982,0.257191201353638,0.949281480504
0.00789567702750982,0.257432922407542,0.94866228844283
0.00789567702750982,0.25775521714608,0.948384058332016
0.00793140407288317,0.257996938199984,0.947734790067401
0.00793140407288317,0.258238659253888,0.947055120271681
0.00800285816362987,0.258399806623157,0.946592931985308
0.00803858520900321,0.258641527677061,0.946106412167878
0.00807431225437656,0.25880267504633,0.945963659000877
0.00807431225437656,0.259124969784868,0.945300695985492
0.00814576634512326,0.259286117154137,0.94503985729055
0.00814576634512326,0.259608411892676,0.944225311647016
0.00814576634512326,0.25985013294658,0.943679954490258
0.00818149339049661,0.260091854000483,0.943269117125009
0.00818149339049661,0.260414148739022,0.942569068438724
0.00821722043586995,0.260575296108291,0.942389191488813
0.00828867452661665,0.26073644347756,0.942159595379854
0.00828867452661665,0.261058738216099,0.941635041906883
0.00828867452661665,0.261300459270002,0.941357635769553
0.00828867452661665,0.261622754008541,0.940558034336435
0.00828867452661665,0.261945048747079,0.940233413931085
0.00832440157199,0.262186769800983,0.940006613697684
0.00832440157199,0.262428490854887,0.939613870641487
0.00836012861736334,0.262670211908791,0.938747443308435
0.00836012861736334,0.262992506647329,0.93791507636566
0.00836012861736334,0.263234227701233,0.93778238372798
0.00839585566273669,0.263475948755137,0.937158826546439
0.00839585566273669,0.263798243493675,0.936639451219434
0.00839585566273669,0.264039964547579,0.935906328593903
0.00839585566273669,0.264362259286117,0.935437886143692
0.00839585566273669,0.264684554024656,0.934782023241162
0.00839585566273669,0.265006848763194,0.934447435474194
0.00843158270811004,0.265167996132463,0.934410476247814
0.00843158270811004,0.265490290871002,0.933787410079535
0.00843158270811004,0.26581258560954,0.933495746909715
0.00846730975348339,0.265973732978809,0.933207470884529
0.00846730975348339,0.266296027717348,0.932594616805628
0.00850303679885673,0.266537748771251,0.932437885483066
0.00853876384423008,0.266698896140521,0.932360217675118
0.00853876384423008,0.267021190879059,0.932205553779855
0.00853876384423008,0.267343485617597,0.93090720492347
0.00853876384423008,0.267585206671501,0.93035567478793
0.00857449088960343,0.267826927725405,0.930165064008929
0.00864594498035012,0.267988075094674,0.929284669476245
0.00868167202572347,0.268229796148578,0.929096637509235
0.00868167202572347,0.268471517202482,0.928554731041722
0.00868167202572347,0.26879381194102,0.92843183075008
0.00871739907109682,0.269035532994924,0.928116413629293
0.00871739907109682,0.269277254048828,0.92794296255889
0.00871739907109682,0.269599548787366,0.927616275293125
0.00875312611647017,0.26984126984127,0.926779405543785
0.00878885316184352,0.270002417210539,0.926221800883135
0.00882458020721686,0.270244138264443,0.925188331974303
0.00882458020721686,0.270566433002981,0.924909201924604
0.00886030725259021,0.270808154056885,0.92465513663644
0.00893176134333691,0.27088872774152,0.924487012399532
0.00896748838871025,0.271130448795423,0.924045558916816
0.0090032154340836,0.271372169849327,0.92373711088494
0.0090746695248303,0.271452743533962,0.92354783471626
0.0090746695248303,0.2717750382725,0.923364863957276
0.00911039657020364,0.272016759326404,0.922763704443602
0.00911039657020364,0.272258480380308,0.922519590435666
0.00911039657020364,0.272580775118846,0.922366081715208
0.00918185066095034,0.272741922488115,0.922057320523899
0.00925330475169703,0.272903069857385,0.921503322038499
0.00928903179707038,0.273064217226654,0.921308260137541
0.00928903179707038,0.273386511965192,0.920920859462024
0.00932475884244373,0.273628233019096,0.919658220766395
0.00936048588781708,0.273789380388365,0.919215460530727
0.00936048588781708,0.274111675126904,0.918843197663539
0.00936048588781708,0.274433969865442,0.91850374063753
0.00939621293319043,0.274595117234711,0.91801978094039
0.00943193997856377,0.274836838288615,0.917659320736394
0.00946766702393712,0.275078559342519,0.917233400526493
0.00950339406931047,0.275320280396423,0.917010917244047
0.00953912111468382,0.275481427765692,0.916665720687351
0.00953912111468382,0.27580372250423,0.916178949718718
0.00957484816005716,0.276045443558134,0.91598658889998
0.00957484816005716,0.276287164612038,0.915884672474387
0.00957484816005716,0.276609459350576,0.915571044801124
0.00961057520543051,0.27685118040448,0.915006204615519
0.00968202929617721,0.276931754089114,0.914472146480391
0.00971775634155055,0.277173475143018,0.914276703287104
0.00971775634155055,0.277495769881557,0.913877728223212
0.0097534833869239,0.277656917250826,0.913490407024026
0.00978921043229725,0.27789863830473,0.913177278000381
0.00978921043229725,0.278220933043268,0.912698138193032
0.00978921043229725,0.278543227781806,0.912252020484199
0.0098249374776706,0.278704375151076,0.912139619744514
0.0098249374776706,0.279026669889614,0.911479941591668
0.0098249374776706,0.279348964628152,0.910776504192213
0.00986066452304394,0.279510111997422,0.910280620575773
0.00986066452304394,0.27983240673596,0.909072444460833
0.00986066452304394,0.280154701474498,0.908522364507708
0.00986066452304394,0.280396422528402,0.908412451133582
0.00993211861379064,0.280557569897671,0.9082182122808
0.00996784565916399,0.280799290951575,0.907647547879687
0.0100392997499107,0.280960438320844,0.907198472896538
0.010075026795284,0.281121585690114,0.907074766224897
0.0101107538406574,0.281363306744017,0.906785917284483
0.0101464808860307,0.281605027797921,0.90596829982097
0.0101464808860307,0.281846748851825,0.905708484252452
0.0101464808860307,0.282169043590363,0.904957876334332
0.0101464808860307,0.282491338328902,0.903965178686656
0.0101464808860307,0.282733059382806,0.903777747943899
0.0101464808860307,0.283055354121344,0.903582251738128
0.0101464808860307,0.283377648859882,0.903052823110405
0.0101464808860307,0.283699943598421,0.902371269850063
0.0102179349767774,0.283780517283055,0.902077856382269
0.0102536620221508,0.284022238336959,0.901686175013636
0.0102893890675241,0.284263959390863,0.901193812584874
0.0102893890675241,0.284505680444767,0.900807967216652
0.0102893890675241,0.284827975183305,0.900500753465614
0.0102893890675241,0.285150269921844,0.900304633980427
0.0102893890675241,0.285391990975747,0.899544664602065
0.0102893890675241,0.285714285714286,0.899201811088655
0.0103251161128975,0.285956006768189,0.899001967393037
0.0103251161128975,0.286278301506728,0.898673346393747
0.0103251161128975,0.286520022560632,0.898190477588301
0.0103608431582708,0.286761743614535,0.897787274444057
0.0103608431582708,0.287084038353074,0.897420875068698
0.0103608431582708,0.287325759406978,0.897289820077409
0.0104322972490175,0.287486906776247,0.89660125305619
0.0104680242943909,0.287728627830151,0.896360416535013
0.0104680242943909,0.287970348884054,0.895867862939889
0.0104680242943909,0.288292643622593,0.895490959158753
0.0104680242943909,0.288614938361131,0.894852132813075
0.0104680242943909,0.28893723309967,0.894358379499842
0.0104680242943909,0.289178954153573,0.894015552797429
0.0104680242943909,0.289501248892112,0.893554143188713
0.0104680242943909,0.28982354363065,0.893131628831855
0.0105037513397642,0.289984690999919,0.892732991755389
0.0105037513397642,0.290306985738458,0.892317821504664
0.0105037513397642,0.290629280476996,0.891877261495244
0.0105037513397642,0.2908710015309,0.891617954365033
0.0105394783851375,0.291112722584804,0.890422207071129
0.0105752054305109,0.291354443638708,0.890272880967906
0.0105752054305109,0.291596164692611,0.889974467659276
0.0105752054305109,0.29191845943115,0.889882667336082
0.0105752054305109,0.292240754169688,0.88941669446011
0.0105752054305109,0.292563048908227,0.888541622809665
0.0106109324758842,0.292724196277496,0.888404384084143
